,DRR022925,DRR237582,ERR232406,ERR232408,ERR232409,ERR232411,ERR232412,ERR232413,ERR232414,ERR232417,ERR232418,ERR232420,ERR232421,ERR232422,ERR232429,ERR232430,ERR232431,ERR232432,ERR232437,ERR232438,ERR232440,ERR232441,ERR769510.1,SRR12894196,SRR2954803.1,SRR4002443.1,SRR5676587.1,SRR617720.1,SRR617722.1,SRR617734.1,SRR617745.1,SRR6434917.1,SRR7418924.1,SRR7418926.1,SRR7418928.1,SRR7418930.1,SRR7418934.1,SRR7418935.1,SRR7418936.1,SRR7418938.1,SRR7418939.1,SRR7418941.1,SRR7418942.1,SRR7418944.1,SRR7418947.1,SRR7418949.1,SRR8759697.1,SRR9067511.1
Afu6g08750,99.8,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,100.0,99.8,99.8,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,100.0,100.0
Afu6g08760,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08770,97.9,99.5,98.5,93.3,92.6,92.6,97.9,97.9,97.9,97.7,97.2,97.9,97.9,97.7,97.7,97.2,97.2,97.9,97.9,92.6,92.6,97.9,97.9,97.9,97.3,97.7,97.9,97.9,97.9,97.3,97.9,97.9,97.3,97.3,97.3,97.3,97.9,92.6,97.9,97.9,97.9,97.9,97.9,97.7,97.7,97.9,97.2,98.5
Afu6g08780,99.7,93.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,99.7,99.7,99.4,100.0,100.0,99.7,100.0,99.7,100.0,100.0,99.7,99.7,99.2,99.7,100.0,100.0,99.7,99.2,100.0,99.7,99.2,99.2,99.2,99.2,99.7,100.0,100.0,100.0,100.0,99.7,100.0,99.7,99.7,99.7,100.0,100.0
Afu6g08790,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,99.9,99.8,99.8,99.8,99.8,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08800,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.7,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,98.0,97.1,97.1,98.0,100.0,100.0,100.0,100.0,99.8,98.9,100.0,100.0,100.0,99.8,100.0,100.0
Afu6g08810,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08820,98.8,95.9,98.6,96.0,98.6,98.5,96.5,96.0,96.0,96.6,98.5,96.0,98.8,96.0,98.8,98.5,98.5,98.6,96.0,99.3,98.6,96.0,98.8,96.0,97.4,98.5,96.0,96.0,98.5,97.4,96.0,98.5,98.5,98.5,97.4,98.7,98.5,98.6,98.5,98.5,98.5,96.1,98.5,98.8,98.8,98.6,98.5,98.6
Afu6g08830,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08840,99.8,99.8,100.0,99.8,99.8,99.7,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.7,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.7,99.8,99.7,99.8,99.8,99.8,99.8,99.5,99.8,99.8,99.7,99.7,99.7,99.7,99.8,99.8,99.8,99.8,99.8,100.0,99.8,99.7,99.7,99.8,99.8,99.9
Afu6g08850,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0
Afu6g08860,99.8,99.8,100.0,99.5,99.8,99.8,99.6,99.5,99.5,100.0,99.5,99.8,99.8,99.8,99.8,99.5,99.5,99.8,99.8,99.8,99.8,99.8,99.8,99.5,99.3,99.8,99.5,99.5,99.8,99.3,99.5,99.5,99.3,99.3,99.3,99.3,99.5,99.8,99.8,99.8,99.5,99.8,99.5,99.8,99.8,99.8,99.5,99.8
Afu6g08870,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08880,98.5,98.5,99.6,98.5,98.4,98.4,98.4,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.3,98.5,98.5,98.5,98.5,98.4,98.4,98.5,98.5,98.5,98.1,98.5,98.4,98.5,98.5,98.1,98.5,98.5,98.1,98.1,98.0,98.1,98.5,98.4,98.5,98.5,98.5,99.5,98.5,98.4,98.3,99.2,99.6,99.6
Afu6g08890,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,99.6,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08900,99.9,99.9,100.0,99.9,99.7,99.7,99.9,99.9,99.9,100.0,99.9,100.0,99.7,100.0,99.7,99.9,99.9,99.9,99.9,99.7,99.7,99.9,99.9,99.9,99.6,100.0,99.9,99.9,99.7,99.6,99.9,99.9,99.6,99.6,99.6,99.6,99.9,99.7,99.9,99.9,99.9,100.0,99.9,99.7,99.7,99.9,99.9,100.0
Afu6g08910,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,99.8,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08920,100.0,99.9,100.0,99.9,99.8,99.8,100.0,99.9,99.9,100.0,99.9,100.0,99.9,100.0,99.8,99.9,99.9,99.9,100.0,99.8,99.8,100.0,100.0,99.9,99.7,100.0,100.0,100.0,99.9,99.7,100.0,99.9,99.7,99.7,99.7,99.7,100.0,99.8,100.0,100.0,99.9,100.0,99.9,99.8,99.8,100.0,99.9,100.0
Afu6g08930,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.1,100.0,100.0,99.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.1,99.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08960,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,99.6,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g08980,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,99.8,100.0,99.8,100.0,99.8,99.7,100.0,100.0,100.0,99.8,99.7,99.7,99.8,100.0,99.8,99.8,99.8,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,99.7,100.0,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0
Afu6g08990,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.4,100.0,100.0,100.0,100.0,98.4,100.0,100.0,98.4,98.4,98.4,98.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0
Afu6g09000,99.7,99.3,99.8,99.4,99.5,99.4,99.4,99.3,99.2,100.0,99.2,100.0,99.3,100.0,99.8,99.2,99.2,99.2,99.4,99.8,99.5,99.7,99.7,99.4,98.4,99.8,99.7,99.7,99.3,98.4,99.7,99.2,98.2,98.2,98.4,98.4,99.4,99.5,99.4,99.4,99.2,100.0,99.2,99.8,99.8,99.4,99.2,99.8
Afu6g09010,97.9,97.9,100.0,97.9,100.0,100.0,100.0,97.9,100.0,97.9,100.0,97.9,100.0,97.9,97.9,100.0,100.0,100.0,100.0,97.9,100.0,97.9,97.9,97.9,97.9,100.0,97.9,97.9,100.0,97.9,97.9,100.0,100.0,100.0,97.9,97.9,100.0,100.0,100.0,100.0,100.0,97.9,100.0,97.9,97.9,100.0,100.0,100.0
Afu6g09020,99.3,99.3,100.0,99.3,100.0,100.0,100.0,99.3,100.0,99.3,100.0,99.3,100.0,99.3,99.3,100.0,100.0,100.0,100.0,99.3,100.0,99.3,99.3,99.2,99.8,100.0,99.3,99.3,100.0,99.8,99.3,100.0,99.8,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,99.3,100.0,99.3,99.3,100.0,100.0,100.0
Afu6g09030,91.1,91.9,100.0,91.9,94.0,94.0,100.0,91.9,100.0,91.9,100.0,91.9,100.0,91.9,85.9,100.0,100.0,100.0,99.2,85.9,94.0,91.1,91.6,91.9,90.6,100.0,91.9,91.9,100.0,90.6,91.9,100.0,98.7,98.7,90.6,90.6,100.0,94.0,99.2,99.2,100.0,91.9,100.0,85.9,85.9,98.7,100.0,100.0
Afu6g09040,99.8,99.8,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.4,99.8,99.8,99.8,99.8,99.6,99.8,99.8,99.6,99.6,99.6,99.6,99.8,99.6,99.8,99.8,99.8,100.0,99.8,99.8,99.8,99.8,99.8,100.0
Afu6g09050,100.0,0.0,100.0,0.0,99.4,99.4,99.4,0.0,99.4,99.4,99.4,100.0,99.4,100.0,100.0,99.4,99.4,99.4,99.4,100.0,99.4,100.0,100.0,0.0,100.0,99.4,100.0,100.0,99.4,99.7,100.0,99.4,100.0,100.0,100.0,100.0,99.4,99.4,99.4,99.4,99.4,100.0,99.4,100.0,100.0,99.4,99.4,100.0
Afu6g09060,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g09070,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g09080,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.2,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7
Afu6g09090,99.5,99.5,100.0,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,98.1,99.5,99.5,99.5,99.5,98.1,99.5,99.5,98.1,98.1,98.1,98.1,99.5,99.5,99.5,99.5,99.5,100.0,99.5,99.5,99.5,99.5,99.5,100.0
Afu6g09100,99.5,99.7,100.0,99.7,99.7,99.7,99.8,99.7,99.7,89.0,99.7,99.7,99.8,99.7,99.7,99.7,99.7,99.7,99.5,99.7,99.7,99.5,99.5,99.7,99.4,99.7,99.8,99.8,99.8,99.4,99.8,99.7,99.4,99.4,99.4,99.4,99.8,99.7,99.5,99.5,99.5,100.0,99.7,99.7,99.7,99.5,99.7,100.0
Afu6g09110,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,99.8,100.0,100.0,99.6,100.0,100.0,99.6,99.6,99.6,99.6,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g09120,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g09130,99.7,99.7,100.0,99.7,99.7,100.0,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,100.0,99.7,99.7,99.7,99.7,100.0,100.0,99.7,99.7,99.7,99.0,99.7,99.7,99.7,99.7,99.3,99.7,99.7,99.0,99.0,99.0,99.0,99.7,100.0,99.7,99.7,99.7,100.0,99.7,99.7,100.0,99.7,99.7,100.0
Afu6g09140,100.0,99.6,100.0,99.6,100.0,100.0,99.6,100.0,99.2,100.0,99.6,100.0,99.6,100.0,99.6,99.6,99.2,100.0,100.0,100.0,99.6,99.6,99.6,99.2,99.6,100.0,99.6,99.6,99.2,100.0,99.6,99.2,100.0,100.0,99.6,100.0,99.6,100.0,99.6,100.0,100.0,99.6,99.6,100.0,100.0,100.0,99.6,99.6
Afu6g09150,99.4,98.8,100.0,99.4,99.4,99.4,98.8,98.8,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.8,99.4,99.4,98.8,99.4,99.4,99.4,99.4,99.4,99.4,98.8,99.4,99.4,99.4,98.8,100.0,99.4,99.4,99.4,98.8,99.4,100.0
Afu6g09160,80.6,80.6,92.9,80.6,92.9,92.9,80.6,80.6,80.6,80.6,80.6,92.9,92.9,80.6,100.0,92.9,92.9,92.9,80.6,80.6,92.9,80.6,92.9,92.9,92.9,80.6,92.9,92.9,80.6,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,80.6,92.9,92.9,80.6,80.6,80.6,92.9,92.9,80.6,92.9
Afu6g09165,99.4,99.4,100.0,99.4,100.0,100.0,99.4,99.4,100.0,99.4,100.0,99.4,100.0,99.4,99.4,100.0,100.0,100.0,100.0,99.4,100.0,99.4,99.4,98.9,99.4,100.0,99.4,99.4,100.0,99.4,99.4,99.4,100.0,100.0,99.4,99.4,99.4,100.0,100.0,100.0,100.0,100.0,100.0,98.9,99.4,100.0,100.0,100.0
Afu6g09170,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,100.0,100.0,99.4,99.4,99.4,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu6g09180,99.7,99.8,100.0,99.8,99.7,99.7,99.8,99.8,99.8,100.0,99.8,100.0,99.8,100.0,99.7,99.8,99.8,100.0,100.0,99.7,99.7,100.0,100.0,99.8,99.8,100.0,99.8,99.7,99.8,99.8,99.7,99.8,99.8,99.7,99.7,99.8,99.8,99.7,100.0,100.0,99.8,100.0,99.8,99.7,99.7,99.8,99.8,100.0
Afu6g09190,100.0,98.8,99.3,100.0,100.0,98.6,100.0,98.8,100.0,98.8,98.8,100.0,100.0,100.0,99.8,98.8,100.0,100.0,98.8,98.6,99.8,100.0,100.0,100.0,96.9,100.0,100.0,100.0,100.0,99.8,98.8,98.8,98.6,98.6,99.8,98.0,98.8,99.8,98.8,100.0,98.8,92.0,100.0,98.6,99.8,100.0,100.0,92.1
Afu6g09200,99.6,99.6,100.0,99.6,99.2,99.2,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.2,99.6,99.6,99.6,99.2,99.2,99.2,99.2,99.2,99.6,99.2,99.6,99.6,99.6,99.6,99.2,99.6,99.6,99.2,99.2,99.2,99.6,99.6,99.2,99.2,99.2,99.6,100.0,99.6,99.2,99.2,99.6,99.6,100.0
Afu6g09210,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0
Afu6g09220,94.4,96.6,100.0,95.4,96.6,96.7,96.8,96.7,95.4,96.1,95.4,96.2,95.4,96.1,96.7,95.4,95.4,96.8,96.8,96.7,96.7,96.8,96.8,95.4,95.9,96.2,96.8,96.8,95.4,95.9,96.8,95.4,96.0,95.9,95.9,94.7,96.8,96.7,96.8,96.8,96.6,100.0,95.4,96.7,96.7,96.6,95.4,100.0
Afu6g09240,100.0,100.0,96.5,100.0,96.3,95.6,100.0,100.0,96.5,100.0,96.5,96.5,96.5,100.0,99.8,96.5,96.5,96.5,96.5,99.1,95.6,100.0,100.0,96.5,100.0,96.5,100.0,100.0,100.0,96.5,100.0,100.0,96.5,100.0,100.0,96.5,100.0,96.3,96.5,96.5,96.5,100.0,96.5,99.8,99.8,96.5,91.9,100.0
Afu6g09250,100.0,100.0,100.0,100.0,99.5,99.5,100.0,100.0,100.0,99.8,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,99.4,99.5,99.5,99.4,99.4,100.0,99.3,100.0,100.0,100.0,100.0,99.3,100.0,100.0,99.3,99.3,99.4,99.3,100.0,100.0,99.4,99.4,100.0,100.0,100.0,99.5,99.5,100.0,100.0,100.0
Afu6g09260,97.7,99.9,100.0,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,97.7,99.9,99.9,97.7,97.7,99.9,97.5,99.9,99.9,99.9,99.9,97.5,99.9,99.9,97.5,97.5,97.7,97.5,99.9,99.9,97.7,97.7,99.9,100.0,99.9,99.8,99.9,99.9,99.9,100.0
Afu6g09292,90.8,93.0,97.5,94.0,95.1,92.9,93.1,97.4,92.3,97.4,92.3,97.4,94.1,93.1,95.5,93.8,93.8,97.4,77.4,95.5,95.5,87.7,87.7,93.1,88.4,93.1,97.4,92.3,94.1,88.3,94.3,92.3,86.0,86.0,86.9,93.4,93.0,92.9,77.4,77.7,93.1,91.9,92.3,93.1,92.9,93.1,93.8,97.5
Afu6g09307,100.0,0.0,99.6,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,99.6,99.6,99.6,97.2,0.0,0.0,97.6,99.8,0.0,0.0,0.0,99.6,100.0,99.6,0.0,0.0,0.0,95.0,100.0,96.2,97.6,99.3,100.0,100.0,93.1,97.6,97.7,100.0,0.0,0.0,0.0,100.0,100.0
Afu6g09317,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,99.8,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.9,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0
Afu6g09330,100.0,0.0,100.0,100.0,99.7,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,99.7,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0
Afu6g09395,93.8,0.0,100.0,93.8,0.0,0.0,0.0,0.0,93.8,93.8,93.8,0.0,93.8,0.0,0.0,100.0,100.0,93.8,100.0,0.0,0.0,93.8,0.0,0.0,0.0,0.0,100.0,93.8,100.0,0.0,0.0,0.0,93.8,93.8,100.0,93.8,93.8,93.8,93.5,100.0,93.8,93.8,93.8,0.0,0.0,0.0,93.8,100.0
Afu6g09400,100.0,0.0,100.0,100.0,0.0,0.0,54.5,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0
Afu6g09410,99.1,77.2,98.6,99.1,0.0,0.0,0.0,0.0,99.1,89.1,99.1,0.0,99.1,0.0,0.0,98.6,98.6,98.6,96.6,0.0,0.0,98.6,0.0,0.0,0.0,0.0,98.6,99.1,98.6,0.0,88.3,0.0,98.6,99.1,98.6,98.6,100.0,99.7,0.0,96.6,98.6,100.0,100.0,0.0,0.0,0.0,99.1,99.1
Afu6g09420,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,83.1,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0
Afu6g09430,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0
Afu6g09450,82.0,0.0,90.0,81.3,0.0,0.0,0.0,0.0,81.3,81.3,82.0,0.0,81.3,0.0,0.0,91.9,90.0,83.1,53.3,0.0,0.0,83.1,0.0,0.0,0.0,0.0,81.3,81.1,90.0,0.0,0.0,0.0,83.1,82.0,90.0,81.0,81.3,90.0,82.5,99.5,83.1,81.0,82.0,0.0,0.0,0.0,81.3,81.3
Afu6g09540,91.7,100.0,100.0,93.4,100.0,100.0,100.0,100.0,93.4,100.0,93.4,100.0,93.4,100.0,100.0,93.4,93.4,91.7,93.4,100.0,100.0,93.4,93.4,100.0,93.4,100.0,100.0,93.4,93.4,93.4,93.4,0.0,100.0,93.4,93.4,93.1,100.0,100.0,93.4,93.4,100.0,100.0,93.4,100.0,100.0,100.0,93.4,100.0
Afu6g09550,99.6,100.0,100.0,99.6,99.6,99.6,100.0,100.0,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.3,100.0,99.3,99.6,100.0,99.6,99.6,99.3,99.6,0.0,99.3,99.3,99.3,99.3,100.0,99.6,99.6,99.6,100.0,100.0,99.6,99.6,99.6,100.0,99.6,100.0
Afu6g09560,95.0,98.0,100.0,98.0,95.0,95.0,98.0,98.0,99.0,98.0,98.0,95.0,100.0,95.0,95.0,98.0,98.0,95.0,99.0,95.0,95.0,99.0,98.0,98.0,99.0,95.0,98.0,95.0,100.0,99.0,95.0,95.0,98.0,98.0,99.0,99.0,98.0,95.0,99.0,99.0,98.0,100.0,99.0,99.0,95.0,98.0,98.0,100.0
Afu6g09570,99.5,99.2,98.3,99.5,100.0,99.7,99.5,99.5,99.7,99.5,99.5,99.5,99.5,99.5,100.0,99.5,99.5,99.7,99.7,99.7,100.0,99.7,99.7,99.5,99.7,97.8,99.5,99.5,99.5,99.7,99.5,99.5,98.2,99.7,98.2,99.7,99.5,99.7,99.7,99.7,99.5,100.0,99.7,99.7,100.0,99.5,99.5,99.7
Afu6g09580,99.8,99.8,100.0,99.8,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.8,99.6,100.0,99.8,99.6,99.5,99.4,100.0,98.9,98.7,99.8,98.5,99.8,99.8,99.8,99.8,98.7,99.8,99.8,99.0,98.8,98.9,98.7,99.8,99.8,98.8,98.7,99.8,100.0,98.8,99.8,99.8,99.8,99.8,100.0
Afu6g09590,99.4,99.7,100.0,99.5,99.5,99.4,99.0,99.7,100.0,0.0,100.0,100.0,100.0,99.7,99.5,99.4,99.7,100.0,100.0,99.4,99.5,99.4,99.4,99.7,99.4,99.7,99.7,99.4,99.7,99.4,99.4,99.4,99.1,99.4,99.1,99.4,99.7,99.4,99.4,99.4,99.7,100.0,99.4,99.4,99.4,99.7,99.7,99.4
Afu6g09610,89.8,89.8,90.1,89.7,90.9,90.2,99.7,93.9,90.2,99.6,89.7,89.0,99.7,89.6,90.9,89.7,89.7,90.2,90.1,90.9,90.9,90.8,90.2,89.9,89.8,89.1,93.9,89.6,93.9,89.9,89.6,89.6,89.2,89.1,90.0,89.8,89.8,90.4,90.4,90.1,89.7,90.1,90.2,90.4,89.7,93.9,89.1,90.9
Afu6g09620,90.6,87.2,100.0,92.7,92.7,87.2,93.1,87.2,93.1,93.1,92.7,93.1,87.1,93.1,92.2,87.2,92.7,93.1,91.3,87.2,92.7,91.3,93.1,92.7,90.8,93.1,93.1,93.1,87.1,90.8,93.1,93.1,90.4,90.4,90.4,90.4,93.1,87.2,93.1,91.3,87.2,100.0,93.1,86.7,86.0,93.1,87.2,91.7
Afu6g09630,96.5,100.0,100.0,100.0,99.4,99.6,0.0,99.4,100.0,100.0,100.0,67.9,100.0,99.4,99.6,100.0,99.8,96.9,99.2,99.6,99.6,98.8,97.1,99.6,98.2,100.0,98.6,97.1,100.0,97.0,97.1,97.1,98.4,98.2,98.0,97.6,100.0,99.6,96.4,96.4,99.2,99.8,96.9,99.6,99.2,97.1,100.0,99.4
