#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,SUBSYSTEM,DATABASE-REFERENCE,GEM-REFERENCE
,R1,secretory phospholipase A2,"H2O [cytoplasm] + phosphatidylcholine [cytoplasm] --> 1-acylglycerophosphocholine [cytoplasm] + (9Z,12Z,15Z)-Octadecatrienoic acid [cytoplasm]",3.1.1.4,AFUA_2G11970 or AFUA_4G08440,0,1000,0,alpha-Linolenic acid metabolism,KEGG:R07859,
,R2531,C-8 sterol isomerase,fecosterol [cytoplasm] --> episterol [cytoplasm],5.-.-.-,,0,1000,0,Steroid biosynthesis,KEGG:R07497,r0243YCM606 [7]
,R2532,ergosterol:NADP+ Delta24(24(1))-oxidoreductase,"NADPH [endoplasmic_reticulum] + ergosta-5,7,22,24(28)-tetraen-3beta-ol [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + ergosterol [endoplasmic_reticulum]",1.3.1.71,AFUA_1G07140 or AFUA_5G14350,0,1000,0,Steroid biosynthesis,KEGG:R05641,r0244YCM606 [7]
,R2533,"lanosterol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (14-methyl cleaving)",3.0 NADPH [cytoplasm] + 3.0 oxygen [cytoplasm] + lanosterol [cytoplasm] --> 4.0 H2O [cytoplasm] + 3.0 NADP(+) [cytoplasm] + formate [cytoplasm] + 14-demethyllanosterol [cytoplasm],1.14.14.154,(AFUA_4G06890 or AFUA_7G03740) and (AFUA_2G07940 or AFUA_6G10990),0,1000,0,Steroid biosynthesis,KEGG:R05640,r0317YCM606 [7]
,R2534,"(S)-2,3-Epoxysqualene mutase (cyclizing, lanosterol-forming)","(S)-2,3-epoxysqualene [cytoplasm] --> lanosterol [cytoplasm]",5.4.99.7,AFUA_5G04080 or AFUA_4G12040,0,1000,0,Steroid biosynthesis,KEGG:R03199,r0698YCM606 [7]
,R2535,S-Adenosyl-L-methionine:zymosterol C-methyltransferase,S-adenosyl-L-methionine [cytoplasm] + zymosterol [cytoplasm] --> S-adenosyl-L-homocysteine [cytoplasm] + fecosterol [cytoplasm],2.1.1.41,AFUA_4G03630 or AFUA_4G09190,0,1000,0,Steroid biosynthesis,KEGG:R04427,r0986YCM606 [7]
,R2536,"squalene,NADPH-hemoprotein:oxygen oxidoreductase (2,3-epoxidizing)","NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + squalene [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + (S)-2,3-epoxysqualene [endoplasmic_reticulum]",1.14.14.17,AFUA_5G07780,0,1000,0,Steroid biosynthesis,KEGG:R02874,r1011YCM606 [7]
,R2537,squalene synthase,"NADPH [cytoplasm] + 2.0 2-trans,6-trans-farnesyl diphosphate [cytoplasm] --> NADP(+) [cytoplasm] + 2.0 diphosphate [cytoplasm] + squalene [cytoplasm]",2.5.1.21,AFUA_7G01220,0,1000,0,Steroid biosynthesis,KEGG:R06223,r1012YCM606 [7]
,R2538,3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase (decarboxylating),NADP(+) [nucleus] + 4alpha-Methylzymosterol-4-carboxylate [nucleus] --> NADPH [nucleus] + CO2 [nucleus] + 3-Keto-4-methylzymosterol [nucleus],1.1.1.170,AFUA_2G17400 or AFUA_2G15030,0,1000,0,Steroid biosynthesis,KEGG:R07494,r32iLC915 [5]
,R2539,3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase (decarboxylating),NADP(+) [cytoplasm] + 4alpha-Methylzymosterol-4-carboxylate [cytoplasm] --> NADPH [cytoplasm] + CO2 [cytoplasm] + 3-Keto-4-methylzymosterol [cytoplasm],1.1.1.170,AFUA_2G17400 or AFUA_2G15030,0,1000,0,Steroid biosynthesis,KEGG:R07494,r32iLC915 [5]
,R2540,Sterol 14-demethylase,"oxygen [nucleus] + FADH2 [nucleus] + lanosterol [nucleus] --> FAD [nucleus] + 4,4-dimethylcholesta-8,14,24-trienol[c] [nucleus]",1.14.13.70,AFUA_5G10050,0,1000,0,Steroid biosynthesis,,A. fumigatus central metabolism [1]
,R2541,Sterol 14-demethylase,"oxygen [cytoplasm] + FADH2 [cytoplasm] + lanosterol [cytoplasm] --> FAD [cytoplasm] + 4,4-dimethylcholesta-8,14,24-trienol[c] [cytoplasm]",1.14.13.70,AFUA_5G10050,0,1000,0,Steroid biosynthesis,,A. fumigatus central metabolism [1]
,R2542,Sterol C-22 desaturase,"NADPH [cytoplasm] + oxygen [cytoplasm] + 5,7,24(28)-ergostatrienol [cytoplasm] --> NADP(+) [cytoplasm] + ergosta-5,7,22,24(28)-tetraen-3beta-ol [cytoplasm]",1.14.14.-,AFUA_1G03950,0,1000,0,Steroid biosynthesis,,A. fumigatus central metabolism [1]
,R2543,"ergosteryl ester hydrolase (16:1), lipid particle",H2O [lipid_particle] + ergosteryl palmitoleate [lipid_particle] --> ergosterol [lipid_particle] + palmitoleate [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1114YCM606 [7]
,R2544,ergosteryl ester hydrolase,H2O [lipid_particle] + ergosteryl oleate [lipid_particle] --> (9Z)-Octadecenoic acid [lipid_particle] + ergosterol [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1115YCM606 [7]
,R2545,episteryl ester hydrolase,H2O [lipid_particle] + episteryl palmitoleate [lipid_particle] --> palmitoleate [lipid_particle] + episterol [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1116YCM606 [7]
,R2546,episteryl ester hydrolase,H2O [lipid_particle] + episteryl oleate [lipid_particle] --> (9Z)-Octadecenoic acid [lipid_particle] + episterol [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1117YCM606 [7]
,R2547,fecosteryl ester hydrolase,H2O [lipid_particle] + fecosteryl palmitoleate [lipid_particle] --> fecosterol [lipid_particle] + palmitoleate [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1118YCM606 [7]
,R2548,fecosteryl ester hydrolase,H2O [lipid_particle] + fecosteryl oleate [lipid_particle] --> (9Z)-Octadecenoic acid [lipid_particle] + fecosterol [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1119YCM606 [7]
,R2549,lanosteryl ester hydrolase,H2O [lipid_particle] + lanosteryl palmitoleate [lipid_particle] --> lanosterol [lipid_particle] + palmitoleate [lipid_particle],3.1.1.13,AFUA_5G08960 or AFUA_4G08440,0,1000,0,Steroid biosynthesis,,ry1120YCM606 [7]
,R2550,"lanosteryl ester hydrolase (18:1), lipid particle",H2O [lipid_particle] + lanosteryl oleate [lipid_particle] --> (9Z)-Octadecenoic acid [lipid_particle] + lanosterol [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1121YCM606 [7]
,R2551,zymosteryl ester hydrolase,H2O [lipid_particle] + zymosteryl palmitoleate [lipid_particle] --> zymosterol [lipid_particle] + palmitoleate [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1122YCM606 [7]
,R2552,zymosteryl ester hydrolase,H2O [lipid_particle] + zymosteryl oleate [lipid_particle] --> (9Z)-Octadecenoic acid [lipid_particle] + zymosterol [lipid_particle],3.1.1.13,AFUA_5G08960,0,1000,0,Steroid biosynthesis,,ry1123YCM606 [7]
,R2553,TAG lipase,6.0 Triacylglycerol [extracellular] --> 10.0 B00002 [extracellular] + 14.0 H2O [extracellular] + 4.0 Diacylglycerol [extracellular] + palmitate [extracellular],3.1.1.-; 3.1.1.3,AFUA_4G04010 or AFUA_8G04210 or AFUA_7G02040 or AFUA_6G06510 or AFUA_4G08440 or AFUA_1G09110 or AFUA_2G10900,0,1000,0,Steroid biosynthesis,,ry1126YCM606 [7]
,R2554,TAG lipase,6.0 Triacylglycerol [mitochondrion] --> 10.0 B00002 [mitochondrion] + 14.0 H2O [mitochondrion] + 4.0 Diacylglycerol [mitochondrion] + palmitate [mitochondrion],3.1.1.-; 3.1.1.3,AFUA_4G04010 or AFUA_8G04210 or AFUA_7G02040 or AFUA_6G06510 or AFUA_4G08440 or AFUA_1G09110 or AFUA_2G10900,0,1000,0,Steroid biosynthesis,,ry1126YCM606 [7]
,R2555,TAG lipase,6.0 Triacylglycerol [extracellular] --> 10.0 B00002 [extracellular] + 14.0 H2O [extracellular] + 4.0 Diacylglycerol [extracellular] + palmitoleate [extracellular],3.1.1.-; 3.1.1.3,AFUA_4G04010 or AFUA_8G04210 or AFUA_7G02040 or AFUA_6G06510 or AFUA_4G08440 or AFUA_1G09110,0,1000,0,Steroid biosynthesis,,ry1127YCM606 [7]
,R2556,TAG lipase,6.0 Triacylglycerol [mitochondrion] --> 10.0 B00002 [mitochondrion] + 14.0 H2O [mitochondrion] + 4.0 Diacylglycerol [mitochondrion] + palmitoleate [mitochondrion],3.1.1.-; 3.1.1.3,AFUA_4G04010 or AFUA_8G04210 or AFUA_7G02040 or AFUA_6G06510 or AFUA_4G08440 or AFUA_1G09110,0,1000,0,Steroid biosynthesis,,ry1127YCM606 [7]
,R2557,diacylglycerol acyltransferase,10.0 B00002 [mitochondrion] + 15.0 H2O [mitochondrion] + 4.0 Diacylglycerol [mitochondrion] + palmitoleoyl-CoA [mitochondrion] --> coenzyme A [mitochondrion] + 6.0 Triacylglycerol [mitochondrion],2.3.1.20; 2.3.1.22; 2.3.1.26,AFUA_2G08380 or AFUA_7G03700 or AFUA_1G06040,0,1000,0,Steroid biosynthesis,,ry238YCM606 [7]
,R2558,diacylglycerol acyltransferase,10.0 B00002 [endoplasmic_reticulum] + 15.0 H2O [endoplasmic_reticulum] + 4.0 Diacylglycerol [endoplasmic_reticulum] + palmitoleoyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + 6.0 Triacylglycerol [endoplasmic_reticulum],2.3.1.20; 2.3.1.22; 2.3.1.26,AFUA_2G08380 or AFUA_7G03700 or AFUA_1G06040,0,1000,0,Steroid biosynthesis,,ry238YCM606 [7]
,R2559,acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol),oleoyl-CoA [endoplasmic_reticulum] + episterol [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + episteryl oleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry874YCM606 [7]
,R2560,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",episterol [endoplasmic_reticulum] + palmitoleoyl-CoA [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + episteryl palmitoleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry875YCM606 [7]
,R2561,acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol),oleoyl-CoA [endoplasmic_reticulum] + fecosterol [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + fecosteryl oleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry876YCM606 [7]
,R2562,acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol),fecosterol [endoplasmic_reticulum] + palmitoleoyl-CoA [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + fecosteryl palmitoleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry877YCM606 [7]
,R2563,acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol),oleoyl-CoA [endoplasmic_reticulum] + lanosterol [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + lanosteryl oleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry878YCM606 [7]
,R2564,acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol),lanosterol [endoplasmic_reticulum] + palmitoleoyl-CoA [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + lanosteryl palmitoleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry879YCM606 [7]
,R2565,acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol),oleoyl-CoA [endoplasmic_reticulum] + ergosterol [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + ergosteryl oleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry880YCM606 [7]
,R2566,acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol),ergosterol [endoplasmic_reticulum] + palmitoleoyl-CoA [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + ergosteryl palmitoleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry881YCM606 [7]
,R2567,acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol),oleoyl-CoA [endoplasmic_reticulum] + zymosterol [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + zymosteryl oleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry882YCM606 [7]
,R2568,acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol),zymosterol [endoplasmic_reticulum] + palmitoleoyl-CoA [endoplasmic_reticulum] <=> coenzyme A [endoplasmic_reticulum] + zymosteryl palmitoleate [endoplasmic_reticulum],2.3.1.26,AFUA_1G06040,-1000,1000,0,Steroid biosynthesis,,ry883YCM606 [7]
,R2569,thiosulfate:cyanide sulfurtranserase,CN- [nucleus] + thiosulfate [nucleus] <=> sulfite [nucleus] + thiocyanate [nucleus],2.8.1.1,AFUA_7G01370 or AFUA_8G01800,-1000,1000,0,Sulfur metabolism,KEGG:R01931,
,R2570,thiosulfate:cyanide sulfurtranserase,CN- [cytoplasm] + thiosulfate [cytoplasm] <=> sulfite [cytoplasm] + thiocyanate [cytoplasm],2.8.1.1,AFUA_7G01370 or AFUA_8G01800,-1000,1000,0,Sulfur metabolism,KEGG:R01931,
,R2571,thiosulfate:cyanide sulfurtranserase,CN- [mitochondrion] + thiosulfate [mitochondrion] <=> sulfite [mitochondrion] + thiocyanate [mitochondrion],2.8.1.1,AFUA_7G01370 or AFUA_8G01800,-1000,1000,0,Sulfur metabolism,KEGG:R01931,
,R2572,hydrogen-sulfide:NADP+ oxidoreductase,3.0 NADPH [nucleus] + sulfite [nucleus] <=> 3.0 H2O [nucleus] + 3.0 NADP(+) [nucleus] + H2S [nucleus],1.8.1.2,AFUA_2G15590 and AFUA_6G08920,-1000,1000,0,Sulfur metabolism,KEGG:R00858,R1003ANIGER [2]
,R2573,hydrogen-sulfide:NADP+ oxidoreductase,3.0 NADPH [cytoplasm] + sulfite [cytoplasm] <=> 3.0 H2O [cytoplasm] + 3.0 NADP(+) [cytoplasm] + H2S [cytoplasm],1.8.1.2,AFUA_2G15590 and AFUA_6G08920,-1000,1000,0,Sulfur metabolism,KEGG:R00858,R1003ANIGER [2]
,R2574,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)","3'-phospho-5'-adenylyl sulfate [nucleus] + Reduced thioredoxin [nucleus] --> adenosine 3',5'-bisphosphate [nucleus] + sulfite [nucleus] + Oxidized thioredoxin [nucleus]",1.8.4.8,AFUA_3G06540,0,1000,0,Sulfur metabolism,KEGG:R02021,R1006ANIGER [2]
,R2575,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)","3'-phospho-5'-adenylyl sulfate [cytoplasm] + Reduced thioredoxin [cytoplasm] --> adenosine 3',5'-bisphosphate [cytoplasm] + sulfite [cytoplasm] + Oxidized thioredoxin [cytoplasm]",1.8.4.8,AFUA_3G06540,0,1000,0,Sulfur metabolism,KEGG:R02021,R1006ANIGER [2]
,R2576,"sulfide:glutathione,quinone oxidoreductase","glutathione [mitochondrion] + H2S [mitochondrion] + 1,4-benzoquinone [mitochondrion] --> benzene-1,4-diol [mitochondrion] + S-sulfanylglutathione [mitochondrion]",1.8.5.8,AFUA_7G00350,0,1000,0,Sulfur metabolism,KEGG:R11929,
,R2577,thiosulfate:cyanide sulfurtranserase,thiosulfate [nucleus] + hydrogen cyanide [nucleus] <=> sulfite [nucleus] + thiocyanate [nucleus],2.8.1.1,AFUA_7G01370 or AFUA_8G01800,-1000,1000,0,Sulfur metabolism,MetaCyc:THIOSULFATESULFURTRANSFERASERXN,
,R2578,thiosulfate:cyanide sulfurtranserase,thiosulfate [cytoplasm] + hydrogen cyanide [cytoplasm] <=> sulfite [cytoplasm] + thiocyanate [cytoplasm],2.8.1.1,AFUA_7G01370 or AFUA_8G01800,-1000,1000,0,Sulfur metabolism,MetaCyc:THIOSULFATESULFURTRANSFERASERXN,
,R2579,thiosulfate:cyanide sulfurtranserase,thiosulfate [mitochondrion] + hydrogen cyanide [mitochondrion] <=> sulfite [mitochondrion] + thiocyanate [mitochondrion],2.8.1.1,AFUA_7G01370 or AFUA_8G01800,-1000,1000,0,Sulfur metabolism,MetaCyc:THIOSULFATESULFURTRANSFERASERXN,
,R2580,"adenosine-3',5'-bisphosphate 3'-phosphohydrolase","H2O [cytoplasm] + adenosine 3',5'-bisphosphate [cytoplasm] --> phosphate [cytoplasm] + AMP [cytoplasm]",3.1.3.7; 3.1.3.97,AFUA_4G04200 or AFUA_6G09070,0,1000,0,Sulfur metabolism,KEGG:R00188,r0032YCM606 [7]
,R2581,ATP:adenylylsulfate 3'-phosphotransferase,ATP [mitochondrion] + 5'-adenylyl sulfate [mitochondrion] --> ADP [mitochondrion] + 3'-phospho-5'-adenylyl sulfate [mitochondrion],2.7.1.25,AFUA_1G10820,0,1000,0,Sulfur metabolism,KEGG:R00509,r0154YCM606 [7]
,R2582,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide),H2S [cytoplasm] + O-acetyl-L-serine [cytoplasm] --> acetate [cytoplasm] + L-cysteine [cytoplasm],2.5.1.47; 2.5.1.65,AFUA_8G05200 or AFUA_4G03930 or AFUA_5G04250,0,1000,0,Sulfur metabolism,KEGG:R00897,r0312YCM606 [7]
,R2583,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide),H2S [mitochondrion] + O-acetyl-L-serine [mitochondrion] --> acetate [mitochondrion] + L-cysteine [mitochondrion],2.5.1.47; 2.5.1.65,AFUA_5G02180,0,1000,0,Sulfur metabolism,KEGG:R00897,r0312YCM606 [7]
,R2584,O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide),H2S [nucleus] + O-succinyl-L-homoserine [nucleus] --> succinate [nucleus] + L-homocysteine [nucleus],2.5.1.48; 2.5.1.-,AFUA_3G05480,0,1000,0,Sulfur metabolism,KEGG:R01288,r0604iAL1006 [6]
,R2585,O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide),H2S [cytoplasm] + O-succinyl-L-homoserine [cytoplasm] --> succinate [cytoplasm] + L-homocysteine [cytoplasm],2.5.1.48; 2.5.1.-,AFUA_3G05480,0,1000,0,Sulfur metabolism,KEGG:R01288,r0604iAL1006 [6]
,R2586,acetyl-CoA:L-serine O-acetyltransferase,acetyl-CoA [cytoplasm] + L-serine [cytoplasm] --> coenzyme A [cytoplasm] + O-acetyl-L-serine [cytoplasm],2.3.1.30,(AFUA_4G11910 and AFUA_4G06010) or (AFUA_4G11910 and AFUA_4G06010 and AFUA_1G09600),0,1000,0,Sulfur metabolism,KEGG:R00586,r0992YCM606 [7]
,R2587,ATP:sulfate adenylyltransferase,ATP [cytoplasm] + sulfate [cytoplasm] --> diphosphate [cytoplasm] + 5'-adenylyl sulfate [cytoplasm],2.7.7.4,AFUA_3G06530,0,1000,0,Sulfur metabolism,KEGG:R00529,r1025YCM606 [7]
,R2588,Sulfite:oxygen oxidoreductase,H2O [nucleus] + oxygen [nucleus] + sulfite [nucleus] --> H2O2 [nucleus] + sulfate [nucleus],1.8.3.1,AFUA_5G02190,0,1000,0,Sulfur metabolism,KEGG:R00533,r523AORYZAE [4]
,R2589,Sulfite:oxygen oxidoreductase,H2O [cytoplasm] + oxygen [cytoplasm] + sulfite [cytoplasm] --> H2O2 [cytoplasm] + sulfate [cytoplasm],1.8.3.1,AFUA_5G02190,0,1000,0,Sulfur metabolism,KEGG:R00533,r523AORYZAE [4]
,R2590,3'-phospho-5'-adenylyl sulfate 3'-phosphohydrolase,H2O [cytoplasm] + 3'-phospho-5'-adenylyl sulfate [cytoplasm] --> phosphate [cytoplasm] + 5'-adenylyl sulfate [cytoplasm],3.1.3.7,AFUA_4G04200 or AFUA_6G09070,0,1000,0,Sulfur metabolism,KEGG:R00508,r734iLC915 [5]
,R2591,hypotaurine:NAD+ oxidoreductase,H2O [cytoplasm] + NAD(+) [cytoplasm] + hypotaurine [cytoplasm] <=> NADH [cytoplasm] + taurine [cytoplasm],1.8.1.3,,-1000,1000,0,Taurine and hypotaurine metabolism,KEGG:R01681,
,R2592,(5-L-glutamyl)-peptide:taurine 5-glutamyltransferase,taurine [cytoplasm] + (5-L-Glutamyl)-peptide [cytoplasm] <=> peptide [cytoplasm] + 5-Glutamyl-taurine [cytoplasm],2.3.2.2,AFUA_7G04760 or AFUA_4G13580,-1000,1000,0,Taurine and hypotaurine metabolism,KEGG:R01687,
,R2593,Cysteamine:oxygen oxidoreductase,oxygen [cytoplasm] + cysteamine [cytoplasm] <=> hypotaurine [cytoplasm],1.13.11.19,,-1000,1000,0,Taurine and hypotaurine metabolism,KEGG:R02467,
,R2594,(5-L-glutamyl)-peptide:Se-Methylselenocysteine 5-glutamyltransferase,(5-L-Glutamyl)-peptide [cytoplasm] + selenomethylselenocysteine [cytoplasm] <=> peptide [cytoplasm] + 5-L-Glutamyl-Se-methylselenocysteine [cytoplasm],2.3.2.2,AFUA_7G04760 or AFUA_4G13580,-1000,1000,0,Taurine and hypotaurine metabolism,KEGG:R04935,
,R2595,"Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)",oxygen [nucleus] + 2-oxoglutarate [nucleus] + taurine [nucleus] --> CO2 [nucleus] + succinate [nucleus] + sulfite [nucleus] + aminoacetaldehyde [nucleus],1.14.11.17,AFUA_6G10720 or AFUA_4G00110 or AFUA_8G02210,0,1000,0,Taurine and hypotaurine metabolism,MetaCyc:RXN0299,
,R2596,"Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)",oxygen [cytoplasm] + 2-oxoglutarate [cytoplasm] + taurine [cytoplasm] --> CO2 [cytoplasm] + succinate [cytoplasm] + sulfite [cytoplasm] + aminoacetaldehyde [cytoplasm],1.14.11.17,AFUA_6G10720 or AFUA_4G00110 or AFUA_8G02210,0,1000,0,Taurine and hypotaurine metabolism,MetaCyc:RXN0299,
,R2597,"Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)",oxygen [peroxisome] + 2-oxoglutarate [peroxisome] + taurine [peroxisome] --> CO2 [peroxisome] + succinate [peroxisome] + sulfite [peroxisome] + aminoacetaldehyde [peroxisome],1.14.11.17,AFUA_6G10720 or AFUA_4G00110 or AFUA_8G02210,0,1000,0,Taurine and hypotaurine metabolism,MetaCyc:RXN0299,
,R2598,g-glutamyltransferase,glutathione [cytoplasm] + L-alanine [cytoplasm] --> Cys-Gly [cytoplasm] + L-gamma-glutamyl-L-alanine [cytoplasm],2.3.2.2; 3.4.19.13,AFUA_7G04760 or AFUA_4G13580,0,1000,0,Taurine and hypotaurine metabolism,,r0457YCM606 [7]
,R2599,Alpha-ketoglutarate-dependent taurine dioxygenase,oxygen [nucleus] + 2-oxoglutarate [nucleus] + taurine [nucleus] --> CO2 [nucleus] + succinate [nucleus] + sulfite [nucleus] + aminoacetaldehyde [nucleus],1.14.11.17,AFUA_8G02210 or AFUA_7G06030 or AFUA_6G10720,0,1000,0,Taurine and hypotaurine metabolism,,A. fumigatus central metabolism [1]
,R2600,Alpha-ketoglutarate-dependent taurine dioxygenase,oxygen [cytoplasm] + 2-oxoglutarate [cytoplasm] + taurine [cytoplasm] --> CO2 [cytoplasm] + succinate [cytoplasm] + sulfite [cytoplasm] + aminoacetaldehyde [cytoplasm],1.14.11.17,AFUA_8G02210 or AFUA_7G06030 or AFUA_6G10720,0,1000,0,Taurine and hypotaurine metabolism,,A. fumigatus central metabolism [1]
,R2601,(5-L-glutamyl)-peptide:amino-acid 5-glutamyltransferase,Amino acid [cytoplasm] + (5-L-Glutamyl)-peptide [cytoplasm] <=> peptide [cytoplasm] + 5-L-Glutamyl amino acid [cytoplasm],2.3.2.2,AFUA_7G04760 or AFUA_4G13580,-1000,1000,0,Taurine and hypotaurine metabolism,KEGG:R04159,r417iLC915 [5]
,R2602,3-sulfino-L-alanine carboxy-lyase,3-sulfino-L-alanine [cytoplasm] --> CO2 [cytoplasm] + hypotaurine [cytoplasm],4.1.1.15; 4.1.1.29,AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020,0,1000,0,Taurine and hypotaurine metabolism,KEGG:R02466,r852iLC915 [5]
,R2603,3-sulfino-L-alanine carboxy-lyase,3-sulfino-L-alanine [mitochondrion] --> CO2 [mitochondrion] + hypotaurine [mitochondrion],4.1.1.15; 4.1.1.29,AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020,0,1000,0,Taurine and hypotaurine metabolism,KEGG:R02466,r852iLC915 [5]
,R2604,3-Sulfo-L-alanine carboxy-lyase (taurine-forming),L-cysteate [cytoplasm] --> CO2 [cytoplasm] + taurine [cytoplasm],4.1.1.15; 4.1.1.29,AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020,0,1000,0,Taurine and hypotaurine metabolism,KEGG:R01682,r985AORYZAE [4]
,R2605,3-Sulfo-L-alanine carboxy-lyase (taurine-forming),L-cysteate [mitochondrion] --> CO2 [mitochondrion] + taurine [mitochondrion],4.1.1.15; 4.1.1.29,AFUA_6G13490 or AFUA_3G11120 or AFUA_8G06020,0,1000,0,Taurine and hypotaurine metabolism,KEGG:R01682,r985AORYZAE [4]
,R2606,NAD+:glycine ADP-D-ribosyltransferase (dehydroalanine-producing),NAD(+) [cytoplasm] + glycine [cytoplasm] + Protein L-cysteine [cytoplasm] --> 3.0 H2O [cytoplasm] + nicotinamide [cytoplasm] + ADP-5-ethyl-4-methylthiazole-2-carboxylate [cytoplasm] + [Protein]-dehydroalanine [cytoplasm],2.4.2.60,AFUA_6G08360,0,1000,0,Thiamine metabolism,KEGG:R10685,
,R2607,thiamine phosphate synthase,4-amino-2-methyl-5-diphosphomethylpyrimidine [cytoplasm] + 2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate [cytoplasm] <=> CO2 [cytoplasm] + diphosphate [cytoplasm] + TMP [cytoplasm],2.5.1.3,AFUA_2G08970,-1000,1000,0,Thiamine metabolism,MetaCyc:RXN12610,
