ID_old	ID_new	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	SUBSYSTEM
r473[m]	R1693	5-formyltetrahydrofolate deformylase	H2O [mitochondrion] + 10-Formyltetrahydrofolate [mitochondrion] --> formate [mitochondrion] + tetrahydrofolate [mitochondrion]	3.5.1.10	AFUA_6G11620	One carbon pool by folate
R03596KEGGR03596[c]	R2429	hydrogen selenide:NADP+ oxidoreductase	3.0 H2O [cytoplasm] + 3.0 NADP(+) [cytoplasm] + hydrogen selenide [cytoplasm] <=> 3.0 NADPH [cytoplasm] + Selenite [cytoplasm]	1.8.1.9	AFUA_4G12990	Selenocompound metabolism
R03601KEGGR03601[c]	R2430	O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	O-acetyl-L-serine [cytoplasm] + hydrogen selenide [cytoplasm] <=> acetate [cytoplasm] + selenocysteine [cytoplasm]	2.5.1.47	AFUA_8G05200	Selenocompound metabolism
R03601KEGGR03601[m]	R2431	O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	O-acetyl-L-serine [mitochondrion] + hydrogen selenide [mitochondrion] <=> acetate [mitochondrion] + selenocysteine [mitochondrion]	2.5.1.47	AFUA_5G02180	Selenocompound metabolism
R04770KEGGR04770[c]	R2432	Selenomethionine methanethiol-lyase (deaminating)	H2O [cytoplasm] + selenomethionine [cytoplasm] <=> 2-oxobutanoate [cytoplasm] + NH3 [cytoplasm] + Methaneselenol [cytoplasm]	4.4.1.1; 4.4.1.11	AFUA_8G04340	Selenocompound metabolism
R04771KEGGR04771[c]	R2433	ATP:L-selenomethione S-adenosyltransferase	H2O [cytoplasm] + ATP [cytoplasm] + selenomethionine [cytoplasm] <=> phosphate [cytoplasm] + diphosphate [cytoplasm] + Se-Adenosylselenomethionine [cytoplasm]	2.5.1.6	AFUA_1G10630	Selenocompound metabolism
R04928KEGGR04928[m]	R2434	ATP:adenylylsulfate 3'-phosphotransferase	ATP [mitochondrion] + adenosine 5'-phosphoselenate [mitochondrion] <=> ADP [mitochondrion] + 3'-Phosphoadenosine-5'-phosphoselenate [mitochondrion]	2.7.1.25	AFUA_1G10820	Selenocompound metabolism
R04929KEGGR04929[c]	R2435	ATP:selenate adenylyltransferase	ATP [cytoplasm] + selenate [cytoplasm] <=> diphosphate [cytoplasm] + adenosine 5'-phosphoselenate [cytoplasm]	2.7.7.4	AFUA_3G06530	Selenocompound metabolism
R04930KEGGR04930[c]	R2436	Selenocystathionine Lysteine-lyase (deaminating)	H2O [cytoplasm] + L-selenocystathionine [cytoplasm] <=> 2-oxobutanoate [cytoplasm] + NH3 [cytoplasm] + selenocysteine [cytoplasm]	4.4.1.1	AFUA_8G04340	Selenocompound metabolism
R04936KEGGR04936[c]	R2437	Se-Adenosylselenohomocysteine hydrolase	H2O [cytoplasm] + Se-Adenosyl-L-selenohomocysteine [cytoplasm] <=> adenosine [cytoplasm] + selenohomocysteine [cytoplasm]	3.3.1.1	AFUA_1G10130	Selenocompound metabolism
R04941KEGGR04941[n]	R2438	Selenocystathionine L-homocysteine-lyase (deaminating)	H2O [nucleus] + L-selenocystathionine [nucleus] --> pyruvate [nucleus] + NH3 [nucleus] + selenohomocysteine [nucleus]	4.4.1.13	AFUA_7G01590 or AFUA_4G03950	Selenocompound metabolism
R04941KEGGR04941[c]	R2439	Selenocystathionine L-homocysteine-lyase (deaminating)	H2O [cytoplasm] + L-selenocystathionine [cytoplasm] --> pyruvate [cytoplasm] + NH3 [cytoplasm] + selenohomocysteine [cytoplasm]	4.4.1.13	AFUA_7G01590 or AFUA_4G03950	Selenocompound metabolism
R04942KEGGR04942[c]	R2440	L-Serine hydro-lyase (adding homocysteine)	L-serine [cytoplasm] + selenohomocysteine [cytoplasm] --> H2O [cytoplasm] + L-selenocystathionine [cytoplasm]	4.2.1.22	AFUA_2G07620	Selenocompound metabolism
R04944KEGGR04944[n]	R2441	O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-phosphorylhomoserine phosphate-lyase (adding selenocysteine)	selenocysteine [nucleus] + O-Phosphorylhomoserine [nucleus] <=> phosphate [nucleus] + L-selenocystathionine [nucleus]	2.5.1.48	AFUA_3G05480	Selenocompound metabolism
R04944KEGGR04944[c]	R2442	O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-phosphorylhomoserine phosphate-lyase (adding selenocysteine)	selenocysteine [cytoplasm] + O-Phosphorylhomoserine [cytoplasm] <=> phosphate [cytoplasm] + L-selenocystathionine [cytoplasm]	2.5.1.48	AFUA_3G05480	Selenocompound metabolism
R04945KEGGR04945[n]	R2443	O-Acetylhomoserine succinate-lyase (adding cysteine)	O-acetyl-L-homoserine [nucleus] + selenocysteine [nucleus] --> acetate [nucleus] + L-selenocystathionine [nucleus]	2.5.1.48	AFUA_3G05480	Selenocompound metabolism
R04945KEGGR04945[c]	R2444	O-Acetylhomoserine succinate-lyase (adding cysteine)	O-acetyl-L-homoserine [cytoplasm] + selenocysteine [cytoplasm] --> acetate [cytoplasm] + L-selenocystathionine [cytoplasm]	2.5.1.48	AFUA_3G05480	Selenocompound metabolism
R04946KEGGR04946[n]	R2445	O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding selenocysteine)	O-succinyl-L-homoserine [nucleus] + selenocysteine [nucleus] <=> succinate [nucleus] + L-selenocystathionine [nucleus]	2.5.1.48	AFUA_3G05480	Selenocompound metabolism
R04946KEGGR04946[c]	R2446	O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding selenocysteine)	O-succinyl-L-homoserine [cytoplasm] + selenocysteine [cytoplasm] <=> succinate [cytoplasm] + L-selenocystathionine [cytoplasm]	2.5.1.48	AFUA_3G05480	Selenocompound metabolism
R09365KEGGR09365[c]	R2447	5-methyltetrahydropteroyltri-L-glutamate:L-selenohomocysteine Se-methyltransferase	5-methyltetrahydropteroyltri-L-glutamate [cytoplasm] + selenohomocysteine [cytoplasm] <=> tetrahydropteroyltri-L-glutamate [cytoplasm] + selenomethionine [cytoplasm]	2.1.1.13; 2.1.1.14	AFUA_4G07360	Selenocompound metabolism
R09366KEGGR09366[c]	R2448	Se-methyl-L-selenocysteine methaneselenol-lyase (deaminating; pyruvate-forming)	H2O [cytoplasm] + selenomethylselenocysteine [cytoplasm] <=> pyruvate [cytoplasm] + NH3 [cytoplasm] + Methaneselenol [cytoplasm]	4.4.1.1; 4.4.1.13	AFUA_8G04340 or AFUA_7G01590 or AFUA_4G03950	Selenocompound metabolism
R09372KEGGR09372[c]	R2449	methaneselenol:NADP+ oxidoreductase	2.0 NADPH [cytoplasm] + Methylselenic acid [cytoplasm] <=> 2.0 H2O [cytoplasm] + 2.0 NADP(+) [cytoplasm] + Methaneselenol [cytoplasm]	1.8.1.9	AFUA_4G12990	Selenocompound metabolism
R01505KEGGR01505[c]	R1514	"2,3-dihydro-2,3-dihydroxybenzoate:NAD+ oxidoreductase"	"NAD(+) [cytoplasm] + 2,3-dihydroxy-2,3-dihydrobenzoate [cytoplasm] --> NADH [cytoplasm] + 2,3-dihydroxybenzoate [cytoplasm]"	1.3.1.28		Metabolism of terpenoids and polyketides
R03037KEGGR03037[c]	R1515	Isochorismate pyruvate-hydrolase	"H2O [cytoplasm] + isochorismate [cytoplasm] <=> pyruvate [cytoplasm] + 2,3-dihydroxy-2,3-dihydrobenzoate [cytoplasm]"	3.3.2.1	AFUA_3G03200 or AFUA_2G09355	Metabolism of terpenoids and polyketides
R04496KEGGR04496[c]	R1516	S-Adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-methyltransferase	S-adenosyl-L-methionine [cytoplasm] + Protein C-terminal S-farnesyl-L-cysteine [cytoplasm] <=> S-adenosyl-L-homocysteine [cytoplasm] + Protein C-terminal S-farnesyl-L-cysteine methyl ester [cytoplasm]	2.1.1.100	AFUA_2G08420	Metabolism of terpenoids and polyketides
R06366KEGGR06366[c]	R1517	Aldehyde:NAD+ oxidoreductase	H2O [cytoplasm] + NAD(+) [cytoplasm] + Perillaldehyde [cytoplasm] --> NADH [cytoplasm] + Perillic acid [cytoplasm]	1.2.1.3	AFUA_2G00720 or AFUA_7G01000 or AFUA_6G11430	Metabolism of terpenoids and polyketides
R06411KEGGR06411[c]	R1518	"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase"	"H2O [cytoplasm] + cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA [cytoplasm] <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA [cytoplasm]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Metabolism of terpenoids and polyketides
R06411KEGGR06411[m]	R1519	"3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase"	"H2O [mitochondrion] + cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA [mitochondrion] <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA [mitochondrion]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Metabolism of terpenoids and polyketides
R06412KEGGR06412[c]	R1520	"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase"	"H2O [cytoplasm] + trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA [cytoplasm] <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA [cytoplasm]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Metabolism of terpenoids and polyketides
R06412KEGGR06412[m]	R1521	"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase"	"H2O [mitochondrion] + trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA [mitochondrion] <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA [mitochondrion]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Metabolism of terpenoids and polyketides
R06590KEGGR06590[c]	R1522	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase	D-ribose 5-phosphate [cytoplasm] + 3-amino-3-deoxy-D-fructose 6-phosphate [cytoplasm] <-- sedoheptulose 7-phosphate [cytoplasm] + 1-deoxy-1-imino-D-erythrose 4-phosphate [cytoplasm]	2.2.1.1	AFUA_1G13500	Metabolism of terpenoids and polyketides
R06594KEGGR06594[c]	R1523	UDP-3-dehydro-alpha-D-glucose dehydrogenase	NAD(+) [cytoplasm] + UDP-glucose [cytoplasm] <=> NADH [cytoplasm] + UDP-3-keto-D-glucose [cytoplasm]	1.1.1.-	AFUA_3G00620 or AFUA_5G11240 or AFUA_5G00300 or AFUA_4G03900 or AFUA_3G11930	Metabolism of terpenoids and polyketides
R07323KEGGR07323[c]	R1524	squalene mutase (cyclizing);///hopan-22-ol hydro-lyase	H2O [cytoplasm] + squalene [cytoplasm] <=> Diplopterol [cytoplasm]	4.2.1.129	AFUA_7G00260 or AFUA_5G00110 or AFUA_7G00300	Metabolism of terpenoids and polyketides
R08090KEGGR08090[c]	R1525	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA [cytoplasm] <=> acetate [cytoplasm] + 7-methyl-3-oxooct-6-enoyl-CoA [cytoplasm]	4.1.3.4; 4.1.3.26	AFUA_7G01720 or AFUA_2G12450	Metabolism of terpenoids and polyketides
R08090KEGGR08090[m]	R1526	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA [mitochondrion] <=> acetate [mitochondrion] + 7-methyl-3-oxooct-6-enoyl-CoA [mitochondrion]	4.1.3.4; 4.1.3.26	AFUA_7G01720 or AFUA_2G12450	Metabolism of terpenoids and polyketides
R08091KEGGR08091[e]	R1527	7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase	coenzyme A [extracellular] + 7-methyl-3-oxooct-6-enoyl-CoA [extracellular] --> acetyl-CoA [extracellular] + 5-methylhex-4-enoyl-CoA [extracellular]	2.3.1.16	AFUA_4G10950 or AFUA_7G04080	Metabolism of terpenoids and polyketides
R08091KEGGR08091[m]	R1528	7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase	coenzyme A [mitochondrion] + 7-methyl-3-oxooct-6-enoyl-CoA [mitochondrion] --> acetyl-CoA [mitochondrion] + 5-methylhex-4-enoyl-CoA [mitochondrion]	2.3.1.16	AFUA_4G10950 or AFUA_7G04080	Metabolism of terpenoids and polyketides
R08093KEGGR08093[c]	R1529	3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase	"H2O [cytoplasm] + (2E)-5-methylhexa-2,4-dienoyl-CoA [cytoplasm] <=> 3-hydroxy-5-methylhex-4-enoyl-CoA [cytoplasm]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Metabolism of terpenoids and polyketides
R08093KEGGR08093[m]	R1530	3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase	"H2O [mitochondrion] + (2E)-5-methylhexa-2,4-dienoyl-CoA [mitochondrion] <=> 3-hydroxy-5-methylhex-4-enoyl-CoA [mitochondrion]"	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Metabolism of terpenoids and polyketides
R08095KEGGR08095[e]	R1531	3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase	coenzyme A [extracellular] + 5-methyl-3-oxo-4-hexenoyl-CoA [extracellular] --> acetyl-CoA [extracellular] + 3-methylbut-2-enoyl-CoA [extracellular]	2.3.1.16	AFUA_4G10950 or AFUA_7G04080	Metabolism of terpenoids and polyketides
R08095KEGGR08095[m]	R1532	3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase	coenzyme A [mitochondrion] + 5-methyl-3-oxo-4-hexenoyl-CoA [mitochondrion] --> acetyl-CoA [mitochondrion] + 3-methylbut-2-enoyl-CoA [mitochondrion]	2.3.1.16	AFUA_4G10950 or AFUA_7G04080	Metabolism of terpenoids and polyketides
R09245KEGGR09245[m]	R1533	"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 3 isopentenyl units)"	"3.0 isopentenyl diphosphate [mitochondrion] + 2-trans,6-trans-farnesyl diphosphate [mitochondrion] --> 3.0 diphosphate [mitochondrion] + all-trans-Hexaprenyl diphosphate [mitochondrion]"	2.5.1.83	AFUA_3G06120	Metabolism of terpenoids and polyketides
R09246KEGGR09246[m]	R1534	geranylgeranyl-diphosphate:isopentenyl-diphosphate transferase (adding 2 isopentenyl units)	2.0 isopentenyl diphosphate [mitochondrion] + geranylgeranyl diphosphate [mitochondrion] --> 2.0 diphosphate [mitochondrion] + all-trans-Hexaprenyl diphosphate [mitochondrion]	2.5.1.82	AFUA_3G06120	Metabolism of terpenoids and polyketides
R09562KEGGR09562[e]	R1535	"S-(2E,6E)-farnesyl-L-cysteine oxidase"	"H2O [extracellular] + oxygen [extracellular] + Farnesylcysteine [extracellular] <=> H2O2 [extracellular] + L-cysteine [extracellular] + (2E,6E)-farnesal [extracellular]"	1.8.3.5; 1.8.3.6	AFUA_3G09330	Metabolism of terpenoids and polyketides
R09689KEGGR09689[c]	R1536	"(S)-2,3-epoxysqualene mutase [cyclizing, (17Z)-protosta-17(20),24-dien-3beta-ol-forming]"	"(S)-2,3-epoxysqualene [cytoplasm] <=> Protostadienol [cytoplasm]"	5.4.99.32	AFUA_4G14770	Metabolism of terpenoids and polyketides
R09689KEGGR09689[p]	R1537	"(S)-2,3-epoxysqualene mutase [cyclizing, (17Z)-protosta-17(20),24-dien-3beta-ol-forming]"	"(S)-2,3-epoxysqualene [peroxisome] <=> Protostadienol [peroxisome]"	5.4.99.32	AFUA_4G14770	Metabolism of terpenoids and polyketides
R09782KEGGR09782[c]	R1538	"torulene:oxygen 4',5'-oxidoreductase (bond-cleaving)"	oxygen [cytoplasm] + Torulene [cytoplasm] --> 3-Methyl-2-butenal [cytoplasm] + beta-apo-4'-carotenal [cytoplasm]	1.13.11.59	AFUA_1G17340 or AFUA_2G14410	Metabolism of terpenoids and polyketides
R09783KEGGR09783[p]	R1539	"4'-apo-beta,psi-carotenal:NAD+ oxidoreductase"	H2O [peroxisome] + NAD(+) [peroxisome] + beta-apo-4'-carotenal [peroxisome] <=> NADH [peroxisome] + neurosporaxanthin [peroxisome]	1.2.1.82	AFUA_4G13500	Metabolism of terpenoids and polyketides
R09844KEGGR09844[n]	R1540	farnesyl-diphosphate:protein-cysteine farnesyltransferase	"2-trans,6-trans-farnesyl diphosphate [nucleus] + Protein C-terminal CAAX [nucleus] <=> diphosphate [nucleus] + S-Farnesyl protein [nucleus]"	2.5.1.58	AFUA_4G10330 and AFUA_4G07800	Metabolism of terpenoids and polyketides
R09844KEGGR09844[c]	R1541	farnesyl-diphosphate:protein-cysteine farnesyltransferase	"2-trans,6-trans-farnesyl diphosphate [cytoplasm] + Protein C-terminal CAAX [cytoplasm] <=> diphosphate [cytoplasm] + S-Farnesyl protein [cytoplasm]"	2.5.1.58	AFUA_4G10330 and AFUA_4G07800	Metabolism of terpenoids and polyketides
R09844KEGGR09844[m]	R1542	farnesyl-diphosphate:protein-cysteine farnesyltransferase	"2-trans,6-trans-farnesyl diphosphate [mitochondrion] + Protein C-terminal CAAX [mitochondrion] <=> diphosphate [mitochondrion] + S-Farnesyl protein [mitochondrion]"	2.5.1.58	AFUA_4G10330 and AFUA_4G07800	Metabolism of terpenoids and polyketides
RXN11027MetaCyc[n]	R1543	decaprenyl-diphosphatase	"H2O [nucleus] + omega, mono-trans,octa-cis-decaprenyl diphosphate [nucleus] <=> phosphate [nucleus] + trans,octacis-decaprenyl phosphate [nucleus]"	3.6.1.-	AFUA_5G03450 or AFUA_5G05560 or AFUA_5G06510	Metabolism of terpenoids and polyketides
RXN11623MetaCyc[e]	R1544	"S-(2E,6E)-farnesyl-L-cysteine oxidase"	"H2O [extracellular] + oxygen [extracellular] + S-(2E,6E)-farnesyl-L-cysteine [extracellular] <=> H2O2 [extracellular] + L-cysteine [extracellular] + (2E,6E)-farnesal [extracellular]"	1.8.3.6	AFUA_3G09330	Metabolism of terpenoids and polyketides
r0281YCM606R02061[c]	R1545	"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase"	"isopentenyl diphosphate [cytoplasm] + 2-trans,6-trans-farnesyl diphosphate [cytoplasm] --> diphosphate [cytoplasm] + geranylgeranyl diphosphate [cytoplasm]"	2.5.1.29	AFUA_8G02400 or AFUA_1G13160	Metabolism of terpenoids and polyketides
r0281YCM606R02061[lp]	R1546	"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase"	"isopentenyl diphosphate [lipid_particle] + 2-trans,6-trans-farnesyl diphosphate [lipid_particle] --> diphosphate [lipid_particle] + geranylgeranyl diphosphate [lipid_particle]"	2.5.1.29	AFUA_4G11350	Metabolism of terpenoids and polyketides
r0355YCM606R01658[c]	R1547	Dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase	isopentenyl diphosphate [cytoplasm] + dimethylallyl diphosphate [cytoplasm] --> diphosphate [cytoplasm] + geranyl diphosphate [cytoplasm]	2.5.1.1	AFUA_5G02450	Metabolism of terpenoids and polyketides
r0462YCM606R02003[c]	R1548	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase	"isopentenyl diphosphate [cytoplasm] + geranyl diphosphate [cytoplasm] --> diphosphate [cytoplasm] + 2-trans,6-trans-farnesyl diphosphate [cytoplasm]"	2.5.1.10	AFUA_5G02450	Metabolism of terpenoids and polyketides
r0558YCM606R02082[c]	R1549	(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)	2.0 NADPH [cytoplasm] + (S)-3-hydroxy-3-methylglutaryl-CoA [cytoplasm] --> 2.0 NADP(+) [cytoplasm] + coenzyme A [cytoplasm] + (R)-mevalonate [cytoplasm]	1.1.1.34	AFUA_1G11230 or AFUA_2G03700	Metabolism of terpenoids and polyketides
r0667YCM606R01123[c]	R1550	Isopentenyl-diphosphate delta3-delta2-isomerase	isopentenyl diphosphate [cytoplasm] <=> dimethylallyl diphosphate [cytoplasm]	5.3.3.2	AFUA_6G11160	Metabolism of terpenoids and polyketides
r0735YCM606R02245[c]	R1551	ATP:(R)-mevalonate 5-phosphotransferase	ATP [cytoplasm] + (R)-mevalonate [cytoplasm] --> ADP [cytoplasm] + (R)-5-Phosphomevalonate [cytoplasm]	2.7.1.36	AFUA_4G07780	Metabolism of terpenoids and polyketides
r0736YCM606[c]	R1552	mevalonate kinase (ctp)	UTP [cytoplasm] + (R)-mevalonate [cytoplasm] --> UDP [cytoplasm] + (R)-5-Phosphomevalonate [cytoplasm]	2.7.1.36	AFUA_4G07780	Metabolism of terpenoids and polyketides
r0737YCM606[c]	R1553	mevalonate kinase (gtp)	GTP [cytoplasm] + (R)-mevalonate [cytoplasm] --> GDP [cytoplasm] + (R)-5-Phosphomevalonate [cytoplasm]	2.7.1.36	AFUA_4G07780	Metabolism of terpenoids and polyketides
r0738YCM606[c]	R1554	mevalonate kinase (UTP)	UTP [cytoplasm] + (R)-mevalonate [cytoplasm] --> UDP [cytoplasm] + (R)-5-Phosphomevalonate [cytoplasm]	2.7.1.36	AFUA_4G07780	Metabolism of terpenoids and polyketides
r0739YCM606R01121[c]	R1555	ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming); ATP:(R)-5-diphosphomevalonate carboxy-lyase (dehydrating)	ATP [cytoplasm] + (R)-5-Diphosphomevalonate [cytoplasm] --> ADP [cytoplasm] + phosphate [cytoplasm] + CO2 [cytoplasm] + isopentenyl diphosphate [cytoplasm]	4.1.1.33	AFUA_4G07130	Metabolism of terpenoids and polyketides
r0904YCM606R03245[c]	R1556	ATP:(R)-5-phosphomevalonate phosphotransferase	ATP [cytoplasm] + (R)-5-Phosphomevalonate [cytoplasm] --> ADP [cytoplasm] + (R)-5-Diphosphomevalonate [cytoplasm]	2.7.4.2	AFUA_5G10680	Metabolism of terpenoids and polyketides
r505iLC915R05556[c]	R1557	"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 10-55 isopentenyl units)"	"2.0 isopentenyl diphosphate [cytoplasm] + 2-trans,6-trans-farnesyl diphosphate [cytoplasm] --> 2.0 diphosphate [cytoplasm] + Dehydrodolichol diphosphate [cytoplasm]"	2.5.1.87	AFUA_4G11350	Metabolism of terpenoids and polyketides
r505iLC915R05556[m]	R1558	"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 10-55 isopentenyl units)"	"2.0 isopentenyl diphosphate [mitochondrion] + 2-trans,6-trans-farnesyl diphosphate [mitochondrion] --> 2.0 diphosphate [mitochondrion] + Dehydrodolichol diphosphate [mitochondrion]"	2.5.1.87	AFUA_4G11350	Metabolism of terpenoids and polyketides
R01717KEGGR01717[c]	R2621	chorismate hydroxymutase	chorismate [cytoplasm] <=> isochorismate [cytoplasm]	5.4.4.2	AFUA_6G12110	Ubiquinone and other terpenoid-quinone biosynthesis
R02964KEGGR02964[c]	R2622	NADH:menaquinone oxidoreductase	NADH [cytoplasm] + Menaquinone [cytoplasm] --> NAD(+) [cytoplasm] + Menaquinol [cytoplasm]	1.6.5.2	AFUA_1G02820	Ubiquinone and other terpenoid-quinone biosynthesis
R02964KEGGR02964[m]	R2623	NADH:menaquinone oxidoreductase	NADH [mitochondrion] + Menaquinone [mitochondrion] --> NAD(+) [mitochondrion] + Menaquinol [mitochondrion]	1.6.5.2	AFUA_1G02820	Ubiquinone and other terpenoid-quinone biosynthesis
R05000KEGGR05000[m]	R2624	polyisopentenylpyrolinate:4-hydroxybenzoate nonaprenyltransferase	4-hydroxybenzoate [mitochondrion] + all-trans-dodecaprenyl diphosphate [mitochondrion] --> diphosphate [mitochondrion] + 4-Hydroxy-3-polyprenylbenzoate [mitochondrion]	2.5.1.39	AFUA_4G05970	Ubiquinone and other terpenoid-quinone biosynthesis
R07237KEGGR07237[n]	R2625	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase	S-adenosyl-L-methionine [nucleus] + uroporphyrinogen III [nucleus] <=> S-adenosyl-L-homocysteine [nucleus] + precorrin-1 [nucleus]	2.1.1.107	AFUA_3G06600	Ubiquinone and other terpenoid-quinone biosynthesis
R07237KEGGR07237[c]	R2626	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase	S-adenosyl-L-methionine [cytoplasm] + uroporphyrinogen III [cytoplasm] <=> S-adenosyl-L-homocysteine [cytoplasm] + precorrin-1 [cytoplasm]	2.1.1.107	AFUA_3G06600	Ubiquinone and other terpenoid-quinone biosynthesis
R07238KEGGR07238[n]	R2627	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase	S-adenosyl-L-methionine [nucleus] + precorrin-1 [nucleus] <=> S-adenosyl-L-homocysteine [nucleus] + precorrin-2 [nucleus]	2.1.1.107	AFUA_3G06600	Ubiquinone and other terpenoid-quinone biosynthesis
R07238KEGGR07238[c]	R2628	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase	S-adenosyl-L-methionine [cytoplasm] + precorrin-1 [cytoplasm] <=> S-adenosyl-L-homocysteine [cytoplasm] + precorrin-2 [cytoplasm]	2.1.1.107	AFUA_3G06600	Ubiquinone and other terpenoid-quinone biosynthesis
R08770KEGGR08770[m]	R2629	ubiquinone biosynthesis monooxygenase	"oxygen [mitochondrion] + 4-Hydroxy-3-polyprenylbenzoate [mitochondrion] --> H2O [mitochondrion] + 3,4-Dihydroxy-5-polyprenylbenzoate [mitochondrion]"	1.14.13.-	AFUA_4G12930	Ubiquinone and other terpenoid-quinone biosynthesis
RXN11244MetaCyc[c]	R2630	enoyl-CoA hydratase	H2O [cytoplasm] + 4-coumaroyl-CoA [cytoplasm] <=> 3-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA [cytoplasm]	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Ubiquinone and other terpenoid-quinone biosynthesis
RXN11244MetaCyc[m]	R2631	enoyl-CoA hydratase	H2O [mitochondrion] + 4-coumaroyl-CoA [mitochondrion] <=> 3-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA [mitochondrion]	4.2.1.17	AFUA_2G10920 or AFUA_8G01210	Ubiquinone and other terpenoid-quinone biosynthesis
RXN9225MetaCyc[m]	R2632	2-polyprenyl-6-hydroxyphenol methylase	"S-adenosyl-L-methionine [mitochondrion] + 3-(all-trans-heptaprenyl)benzene-1,2-diol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 2-methoxy-6-(all-trans-heptaprenyl)phenol [mitochondrion]"	2.1.1.222	AFUA_4G10370	Ubiquinone and other terpenoid-quinone biosynthesis
RXN9233MetaCyc[m]	R2633	2-polyprenyl-6-hydroxyphenol methylase	"S-adenosyl-L-methionine [mitochondrion] + 3-(all-trans-decaprenyl)benzene-1,2-diol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 2-methoxy-6-(all-trans-decaprenyl)phenol [mitochondrion]"	2.1.1.222	AFUA_4G10370	Ubiquinone and other terpenoid-quinone biosynthesis
